class_name,threshold,tp,fp,tn,fn,precision,recall_sensitivity,specificity,fpr,f1,balanced_accuracy,youden_j
Hernia,2.5590273056439643e-25,17.0,8424.0,17086.0,69.0,0.002013979386328634,0.19767441860465115,0.6697765582124657,0.33022344178753427,0.003987334349712677,0.43372548840855846,-0.13254902318288309
Hernia,2.4802947964793483e-25,17.0,8449.0,17061.0,69.0,0.002008032128514056,0.19767441860465115,0.6687965503724029,0.33120344962759707,0.003975678203928905,0.43323548448852706,-0.1335290310229459
Hernia,2.403983843774728e-25,17.0,8462.0,17048.0,69.0,0.0020049534143177263,0.19767441860465115,0.6682869462955704,0.3317130537044296,0.00396964389959136,0.4329806824501108,-0.13403863509977842
Hernia,2.3300212313773375e-25,17.0,8479.0,17031.0,69.0,0.0020009416195856874,0.19767441860465115,0.6676205409643278,0.33237945903567223,0.003961780470752738,0.4326474797844895,-0.13470504043102105
Hernia,2.2583339896534438e-25,18.0,8499.0,17011.0,68.0,0.0021134202183867557,0.20930232558139536,0.6668365346922775,0.33316346530772245,0.004184586772056259,0.43806943013683647,-0.12386113972632706
Hernia,2.1888521071977086e-25,18.0,8527.0,16983.0,68.0,0.002106495026331188,0.20930232558139536,0.6657389259114073,0.33426107408859274,0.004171011470281543,0.4375206257464013,-0.12495874850719735
Hernia,2.121508284314155e-25,18.0,8540.0,16970.0,68.0,0.0021032951624211263,0.20930232558139536,0.6652293218345747,0.3347706781654253,0.0041647385469689956,0.43726582370798506,-0.12546835258402989
Hernia,2.0562364539019714e-25,18.0,8570.0,16940.0,68.0,0.002095947834187238,0.20930232558139536,0.6640533124264995,0.33594668757350055,0.004150334332487895,0.4366778190039474,-0.12664436199210516
Hernia,1.9929726442721244e-25,18.0,8587.0,16923.0,68.0,0.002091807088901801,0.20930232558139536,0.6633869070952567,0.3366130929047433,0.004142216085605799,0.43634461633832605,-0.1273107673233479
Hernia,1.9316553489259102e-25,18.0,8602.0,16908.0,68.0,0.0020881670533642693,0.20930232558139536,0.6627989023912191,0.3372010976087809,0.004135079255685735,0.43605061398630723,-0.12789877202738553
Hernia,1.8722245404788223e-25,18.0,8621.0,16889.0,68.0,0.0020835744877879384,0.20930232558139536,0.6620540964327715,0.33794590356722853,0.004126074498567335,0.4356782110070834,-0.12864357798583315
Hernia,1.8146221636986169e-25,18.0,8642.0,16868.0,68.0,0.002078521939953811,0.20930232558139536,0.6612308898471188,0.33876911015288125,0.004116167390807226,0.43526660771425707,-0.12946678457148586
Hernia,1.7587921355053135e-25,18.0,8661.0,16849.0,68.0,0.002073971655720705,0.20930232558139536,0.6604860838886711,0.33951391611132886,0.0041072447233314316,0.43489420473503326,-0.13021159052993347
Hernia,1.7046798519331288e-25,18.0,8692.0,16818.0,68.0,0.0020665901262916187,0.20930232558139536,0.6592708741669934,0.34072912583300663,0.004092769440654843,0.4342865998741944,-0.13142680025161124
Hernia,1.6522323113899934e-25,18.0,8710.0,16800.0,68.0,0.002062328139321723,0.20930232558139536,0.6585652685221481,0.34143473147785186,0.0040844111640571815,0.43393379705177176,-0.13213240589645647
Hernia,1.6013986076956172e-25,18.0,8731.0,16779.0,68.0,0.0020573779860555493,0.20930232558139536,0.6577420619364955,0.34225793806350446,0.004074702886247878,0.43352219375894546,-0.13295561248210908
Hernia,1.5521286974863252e-25,19.0,8743.0,16767.0,67.0,0.0021684546907098836,0.22093023255813954,0.6572716581732654,0.3427283418267346,0.004294755877034358,0.43910094536570243,-0.12179810926859513
